Date, Open, High, Low, Close
12/21/20, 17357.80, 17507.65, 17307.45, 17500.89
12/18/20, 17676.77, 17676.60, 17517.20, 17534.63
12/17/20, 17649.81, 17684.07, 17605.45, 17652.94
12/16/20, 17558.15, 17600.56, 17480.77, 17567.42
12/15/20, 17473.96, 17533.07, 17441.76, 17506.48
12/14/20, 17617.43, 17617.26, 17383.27, 17387.40
12/11/20, 17543.50, 17561.83, 17470.92, 17548.92
12/10/20, 17478.14, 17603.66, 17452.90, 17593.34
12/09/20, 17652.16, 17667.96, 17475.12, 17559.86
12/08/20, 17541.24, 17654.92, 17541.62, 17639.00
12/07/20, 17500.98, 17611.48, 17447.32, 17582.35
12/04/20, 17442.16, 17525.74, 17437.45, 17520.97
12/03/20, 17382.48, 17452.85, 17381.96, 17398.02
12/02/20, 17278.33, 17358.29, 17220.89, 17358.21
12/01/20, 17441.52, 17471.20, 17285.32, 17296.93
11/30/20, 17336.88, 17339.70, 17124.86, 17190.25
11/27/20, 17311.04, 17410.99, 17316.81, 17396.56
11/26/20, 17323.37, 17366.62, 17301.93, 17351.34
11/25/20, 17282.30, 17323.83, 17215.54, 17313.07
11/24/20, 17206.51, 17311.14, 17190.85, 17274.25
11/23/20, 17068.18, 17137.30, 17035.70, 17094.53
11/20/20, 16932.30, 17048.87, 16891.59, 17019.10
11/19/20, 16838.54, 16922.63, 16813.64, 16909.81
11/18/20, 16975.21, 16990.57, 16884.75, 16889.82
11/17/20, 16797.21, 16952.78, 16768.65, 16948.06
11/16/20, 16793.99, 16889.81, 16733.98, 16889.81
11/13/20, 16674.08, 16736.25, 16662.37, 16675.64
11/12/20, 16778.61, 16794.92, 16532.79, 16582.18
11/11/20, 16710.47, 16801.02, 16674.90, 16774.14
11/10/20, 16521.25, 16654.81, 16485.78, 16615.37
11/09/20, 16571.84, 16715.72, 16465.19, 16475.86
11/06/20, 16373.32, 16378.55, 16236.62, 16282.83
11/05/20, 16238.75, 16318.58, 16223.68, 16298.17
11/04/20, 16046.39, 16111.67, 15894.24, 15998.74
11/03/20, 15809.93, 15975.85, 15791.83, 15939.15
11/02/20, 15684.83, 15724.93, 15569.43, 15696.87
10/30/20, 15626.00, 15632.32, 15418.46, 15580.64
10/29/20, 15625.18, 15738.19, 15514.59, 15670.70
10/28/20, 15821.26, 15835.10, 15575.13, 15586.57
10/27/20, 16090.14, 16104.59, 15999.24, 16020.94
10/26/20, 16220.58, 16224.22, 15990.08, 16079.55
10/23/20, 16315.46, 16334.83, 16228.60, 16304.08
10/22/20, 16226.63, 16294.00, 16148.64, 16279.36
10/21/20, 16247.69, 16313.10, 16203.03, 16230.23
10/20/20, 16349.47, 16369.91, 16245.97, 16273.26
10/19/20, 16482.75, 16490.89, 16261.82, 16274.07
10/16/20, 16527.42, 16549.69, 16435.69, 16438.75
10/15/20, 16303.57, 16515.18, 16289.96, 16501.03
10/14/20, 16558.44, 16575.41, 16436.79, 16455.40
10/13/20, 16568.86, 16569.88, 16449.83, 16510.83
10/09/20, 16584.08, 16611.02, 16518.43, 16562.81
10/08/20, 16490.63, 16539.13, 16481.57, 16534.54
10/07/20, 16353.06, 16443.91, 16338.97, 16428.30
10/06/20, 16470.44, 16455.84, 16205.54, 16236.13
10/05/20, 16263.21, 16418.62, 16251.08, 16410.19
10/02/20, 16010.86, 16213.89, 16005.70, 16199.25
10/01/20, 16189.84, 16228.45, 16117.25, 16184.54
09/30/20, 16235.04, 16273.75, 16090.60, 16121.38
09/29/20, 16228.17, 16232.58, 16131.51, 16211.52
09/28/20, 16227.03, 16286.79, 16185.06, 16242.81
09/25/20, 15863.36, 16088.83, 15832.02, 16065.35
09/24/20, 15746.38, 15994.19, 15724.95, 15912.26
09/23/20, 16174.55, 16195.01, 15816.44, 15817.11
09/22/20, 16044.78, 16180.15, 16000.50, 16142.89
09/21/20, 15967.98, 15981.77, 15763.05, 15981.77
09/18/20, 16299.20, 16310.03, 16174.34, 16198.97
09/17/20, 16124.71, 16294.32, 16103.07, 16246.72
09/16/20, 16494.83, 16495.59, 16295.66, 16295.66
09/15/20, 16441.17, 16515.21, 16408.12, 16431.27
09/14/20, 16307.58, 16373.31, 16295.08, 16360.14
09/11/20, 16224.90, 16316.79, 16143.15, 16222.46
09/10/20, 16438.82, 16431.59, 16153.18, 16185.32
09/09/20, 16238.31, 16432.74, 16250.42, 16383.60
09/08/20, 16047.38, 16222.19, 15956.04, 16099.52
09/04/20, 16471.93, 16507.20, 16086.24, 16218.01
09/03/20, 16666.49, 16720.81, 16386.28, 16448.89
09/02/20, 16692.49, 16725.68, 16650.03, 16697.97
09/01/20, 16536.54, 16644.99, 16462.73, 16644.99
08/31/20, 16693.38, 16685.48, 16498.08, 16514.44
08/28/20, 16806.55, 16781.85, 16681.39, 16705.79
08/27/20, 16830.08, 16835.09, 16650.52, 16731.49
08/26/20, 16646.72, 16792.69, 16611.41, 16789.97
08/25/20, 16616.28, 16654.94, 16523.86, 16617.48
08/24/20, 16611.79, 16638.96, 16573.19, 16626.64
08/21/20, 16554.64, 16546.28, 16474.72, 16517.85
08/20/20, 16522.72, 16621.85, 16490.64, 16606.76
08/19/20, 16586.40, 16653.99, 16565.15, 16577.38
08/18/20, 16720.00, 16706.57, 16579.02, 16626.06
08/17/20, 16657.77, 16663.01, 16600.21, 16656.12
08/14/20, 16469.74, 16543.01, 16454.00, 16514.61
08/13/20, 16553.69, 16587.67, 16471.59, 16530.06
08/12/20, 16629.24, 16681.39, 16565.04, 16575.28
08/11/20, 16538.43, 16640.44, 16486.02, 16497.01
08/10/20, 16616.70, 16647.34, 16534.95, 16605.50
08/07/20, 16539.66, 16567.27, 16492.06, 16544.48
08/06/20, 16549.21, 16593.44, 16496.81, 16579.10
08/05/20, 16462.09, 16507.32, 16440.31, 16501.61
08/04/20, 16227.17, 16370.78, 16172.64, 16368.03
07/31/20, 16288.81, 16288.81, 16060.58, 16169.20
07/30/20, 16094.93, 16299.29, 16020.55, 16299.29
07/29/20, 16289.11, 16317.89, 16173.02, 16294.66
07/28/20, 16143.49, 16189.48, 16085.26, 16121.32
07/27/20, 16071.93, 16165.84, 16012.72, 16161.33
07/24/20, 15972.38, 16006.25, 15928.42, 15997.06
07/23/20, 16178.99, 16186.91, 15969.83, 16018.65
07/22/20, 16174.84, 16196.41, 16107.73, 16171.06
07/21/20, 16290.23, 16317.42, 16153.20, 16162.96
07/20/20, 16111.50, 16201.72, 16112.27, 16183.66
07/17/20, 16065.11, 16142.67, 16012.89, 16123.48
07/16/20, 15965.98, 16069.07, 15957.77, 16024.50
07/15/20, 15995.47, 16130.58, 15979.22, 16063.33
07/14/20, 15595.57, 15923.45, 15573.51, 15908.45
07/13/20, 15787.02, 15879.73, 15621.04, 15639.41
07/10/20, 15582.21, 15717.55, 15546.30, 15713.82
07/09/20, 15637.24, 15649.14, 15391.73, 15568.64
07/08/20, 15637.91, 15706.92, 15533.09, 15629.19
07/07/20, 15598.28, 15717.72, 15582.44, 15595.50
07/06/20, 15767.95, 15797.01, 15643.36, 15669.67
07/03/20, 15634.51, 15625.09, 15561.60, 15596.75
07/02/20, 15676.24, 15828.64, 15613.14, 15622.40
06/30/20, 15342.59, 15564.85, 15319.44, 15515.22
06/29/20, 15239.21, 15425.00, 15182.82, 15389.72
06/26/20, 15384.21, 15405.93, 15167.59, 15188.98
06/25/20, 15219.52, 15450.98, 15178.35, 15446.14
06/24/20, 15483.81, 15489.29, 15144.42, 15294.38
06/23/20, 15680.31, 15679.44, 15527.24, 15564.75
06/22/20, 15477.44, 15537.69, 15427.33, 15516.90
06/19/20, 15638.49, 15638.07, 15436.93, 15474.20
06/18/20, 15364.69, 15523.46, 15341.46, 15479.83
06/17/20, 15558.43, 15571.48, 15413.83, 15428.69
06/16/20, 15701.56, 15701.84, 15450.72, 15515.83
06/15/20, 14991.92, 15442.89, 14934.71, 15359.66
06/12/20, 15400.69, 15424.13, 15117.27, 15256.57
06/11/20, 15320.29, 15401.29, 15015.51, 15050.92
06/10/20, 15862.99, 15863.59, 15610.68, 15701.33
06/09/20, 15870.39, 15907.94, 15772.17, 15833.74
06/08/20, 15991.35, 15980.07, 15847.87, 15974.91
06/05/20, 15792.77, 15883.03, 15773.99, 15854.07
06/04/20, 15584.35, 15637.38, 15502.41, 15527.87
06/03/20, 15511.01, 15628.87, 15504.24, 15575.11
06/02/20, 15311.21, 15398.65, 15279.37, 15394.36
06/01/20, 15168.70, 15271.10, 15163.09, 15236.21
05/29/20, 15236.49, 15244.36, 15092.89, 15192.83
05/28/20, 15309.16, 15342.43, 15226.86, 15262.73
05/27/20, 15153.15, 15272.03, 14940.32, 15272.03
05/26/20, 15172.17, 15185.07, 15095.02, 15148.12
05/25/20, 15003.31, 15089.58, 14983.01, 15075.42
05/22/20, 14929.91, 14933.22, 14834.82, 14913.64
05/21/20, 15011.05, 14999.50, 14783.88, 14884.85
05/20/20, 15056.60, 15054.78, 14972.24, 14997.63
05/19/20, 14942.71, 14951.24, 14823.00, 14885.48
05/15/20, 14504.34, 14657.63, 14447.88, 14638.90
05/14/20, 14343.29, 14553.05, 14187.47, 14509.66
05/13/20, 14894.41, 14898.12, 14419.88, 14503.21
05/12/20, 15166.66, 15184.87, 14881.16, 14881.16
05/11/20, 14901.08, 15118.83, 14852.79, 15103.22
05/08/20, 14961.68, 14985.59, 14898.45, 14966.56
05/07/20, 14969.12, 15016.03, 14815.78, 14833.69
05/06/20, 14847.65, 14909.62, 14744.27, 14830.74
05/05/20, 14896.07, 14943.71, 14764.08, 14811.56
05/04/20, 14529.61, 14745.04, 14518.07, 14745.04
05/01/20, 14555.34, 14661.19, 14520.20, 14620.34
04/30/20, 15096.10, 15114.81, 14767.13, 14780.74
04/29/20, 14988.96, 15257.93, 15002.14, 15228.11
04/28/20, 14772.39, 14855.98, 14658.66, 14798.29
04/27/20, 14505.72, 14649.60, 14404.64, 14642.11
04/24/20, 14333.46, 14433.65, 14242.75, 14420.36
04/23/20, 14327.97, 14422.42, 14238.69, 14251.09
04/22/20, 14198.49, 14304.99, 14112.95, 14288.16
04/21/20, 14111.47, 14307.72, 13940.06, 13940.06
04/20/20, 14115.30, 14509.80, 14075.77, 14388.28
04/17/20, 14152.76, 14365.78, 14079.28, 14359.88
04/16/20, 14024.05, 14056.92, 13874.68, 13899.32
04/15/20, 14024.92, 14070.97, 13900.66, 13958.58
04/14/20, 14269.77, 14440.91, 14110.70, 14258.43
04/13/20, 14194.49, 14197.58, 13889.25, 14075.94
04/09/20, 14081.97, 14329.19, 14010.67, 14166.63
04/08/20, 13719.66, 13964.92, 13588.40, 13925.71
04/07/20, 13955.20, 14062.71, 13571.48, 13614.14
04/06/20, 13358.45, 13603.00, 13300.13, 13592.70
04/03/20, 13123.22, 13171.19, 12829.38, 12938.30
04/02/20, 12927.16, 13248.61, 12920.99, 13097.84
04/01/20, 12963.15, 13138.05, 12813.98, 12876.37
03/31/20, 13090.11, 13557.62, 13083.92, 13378.75
03/30/20, 12757.84, 13048.44, 12548.96, 13038.50
03/27/20, 12928.35, 12963.60, 12630.27, 12687.74
03/26/20, 13166.06, 13592.34, 13138.34, 13371.17
03/25/20, 12630.43, 13690.39, 12496.27, 13139.23
03/24/20, 11917.69, 12588.28, 11823.86, 12571.08
03/23/20, 11763.33, 11870.56, 11172.73, 11228.49
03/20/20, 12322.78, 12670.78, 11809.40, 11851.81
03/19/20, 11638.66, 12294.41, 11361.34, 12170.52
03/18/20, 12199.44, 12500.03, 11384.06, 11721.42
03/17/20, 12532.59, 13114.53, 12322.67, 12685.21
03/16/20, 12044.92, 12851.68, 11883.66, 12360.40
03/13/20, 13160.05, 13716.33, 12608.31, 13716.33
03/12/20, 13134.64, 13611.82, 12451.12, 12508.45
03/11/20, 14657.91, 14714.23, 14185.23, 14270.09
03/10/20, 15061.94, 15048.84, 14481.91, 14958.09
03/09/20, 14811.92, 15240.30, 14498.32, 14514.24
03/06/20, 16241.11, 16261.52, 16015.81, 16175.02
03/05/20, 16555.87, 16684.93, 16456.74, 16553.99
03/04/20, 16640.36, 16779.53, 16539.39, 16779.53
03/03/20, 16701.06, 16798.22, 16378.31, 16423.62
03/02/20, 16326.48, 16566.68, 16166.26, 16553.26
02/28/20, 16167.14, 16276.90, 15896.35, 16263.05
02/27/20, 16795.83, 16816.18, 16456.80, 16717.51
02/26/20, 17126.61, 17304.57, 17029.94, 17041.92
02/25/20, 17561.79, 17586.80, 17124.86, 17177.37
02/24/20, 17517.34, 17608.92, 17463.11, 17562.74
02/21/20, 17936.85, 17949.82, 17833.11, 17843.53
02/20/20, 17909.41, 17970.51, 17860.61, 17944.06
02/19/20, 17897.06, 17933.21, 17851.27, 17925.36
02/18/20, 17805.70, 17871.34, 17812.48, 17858.34
02/14/20, 17811.28, 17848.54, 17798.64, 17848.36
02/13/20, 17774.25, 17829.18, 17750.78, 17821.17
02/12/20, 17888.08, 17873.13, 17811.98, 17832.85
02/11/20, 17778.86, 17822.15, 17769.27, 17777.11
02/10/20, 17641.50, 17743.60, 17646.62, 17740.57
02/07/20, 17706.61, 17716.69, 17632.99, 17655.49
02/06/20, 17683.46, 17758.49, 17670.62, 17757.49
02/05/20, 17628.66, 17674.04, 17606.07, 17651.59
02/04/20, 17503.93, 17548.80, 17493.82, 17512.73
02/03/20, 17344.36, 17441.57, 17351.01, 17379.76
01/31/20, 17440.39, 17450.72, 17272.73, 17318.49
01/30/20, 17433.83, 17502.91, 17395.85, 17490.56
01/29/20, 17545.79, 17561.87, 17496.73, 17511.75
01/28/20, 17476.09, 17518.95, 17456.06, 17500.88
01/27/20, 17374.40, 17466.12, 17360.04, 17442.52
01/24/20, 17625.39, 17646.35, 17514.66, 17565.34
01/23/20, 17558.44, 17621.78, 17540.77, 17621.78
01/22/20, 17572.12, 17666.45, 17557.98, 17599.86
01/21/20, 17553.42, 17589.52, 17536.31, 17572.28
01/20/20, 17543.22, 17620.19, 17538.37, 17597.39
01/17/20, 17516.57, 17572.15, 17502.44, 17559.02
01/16/20, 17445.35, 17489.56, 17438.49, 17484.77
01/15/20, 17351.42, 17421.67, 17345.09, 17415.17
01/14/20, 17294.07, 17356.47, 17281.26, 17352.90
01/13/20, 17239.24, 17301.76, 17198.88, 17293.42
01/10/20, 17238.53, 17254.06, 17187.22, 17234.49
01/09/20, 17205.96, 17255.51, 17201.33, 17235.57
01/08/20, 17168.87, 17229.88, 17164.62, 17167.82
01/07/20, 17119.50, 17178.04, 17110.27, 17168.06
01/06/20, 17030.53, 17105.47, 17041.16, 17105.47
01/03/20, 17055.59, 17105.66, 17033.21, 17066.12
01/02/20, 17137.65, 17164.55, 17043.47, 17099.95
12/31/19, 17052.42, 17079.51, 17027.40, 17063.43
12/30/19, 17156.08, 17159.62, 17066.62, 17098.56
12/27/19, 17220.22, 17230.58, 17145.02, 17168.21
12/24/19, 17132.82, 17180.15, 17095.22, 17180.15
12/23/19, 17144.20, 17166.39, 17102.25, 17128.71
12/20/19, 17041.51, 17166.02, 17078.70, 17118.44
12/19/19, 17036.88, 17078.96, 17015.36, 17064.04
12/18/19, 17054.31, 17051.74, 17004.51, 17031.98
12/17/19, 17067.46, 17088.01, 17032.26, 17075.20
12/16/19, 17041.90, 17095.46, 17036.12, 17056.36
12/13/19, 16961.15, 17036.79, 16929.98, 17003.13
12/12/19, 16943.40, 17031.88, 16946.22, 16946.90
12/11/19, 16957.06, 17006.01, 16915.19, 16939.61
12/10/19, 16947.15, 16967.49, 16906.60, 16950.70
12/09/19, 16985.80, 17003.38, 16934.65, 16950.85
12/06/19, 16923.74, 17023.28, 16930.03, 16996.97
12/05/19, 16884.38, 16886.78, 16816.97, 16854.92
12/04/19, 16892.07, 16957.88, 16893.41, 16897.34
12/03/19, 16900.15, 16908.48, 16853.15, 16892.18
12/02/19, 17055.32, 17060.92, 16930.40, 16981.47
11/29/19, 17098.12, 17117.17, 17040.20, 17040.20
11/28/19, 17083.98, 17120.90, 17077.78, 17114.52
11/27/19, 17048.74, 17104.30, 17023.27, 17100.57
11/26/19, 17013.03, 17048.22, 16975.65, 17035.88
11/25/19, 16974.18, 17048.47, 16972.74, 17032.86
11/22/19, 17014.51, 17012.54, 16935.72, 16954.84
11/21/19, 17017.74, 17019.53, 16950.79, 16999.19
11/20/19, 16997.93, 17040.60, 16962.61, 17005.82
11/19/19, 17022.58, 17033.91, 16963.91, 17011.40
11/18/19, 16987.73, 17025.11, 16994.47, 17025.11
11/15/19, 16982.92, 17035.96, 16977.96, 17028.47
11/14/19, 16961.18, 16984.05, 16939.06, 16972.18
11/13/19, 16876.26, 16987.29, 16880.68, 16957.99
11/12/19, 16893.52, 16927.46, 16884.81, 16909.38
11/11/19, 16833.79, 16895.12, 16819.85, 16882.76
11/08/19, 16779.17, 16879.65, 16795.72, 16877.42
11/07/19, 16798.17, 16834.43, 16788.63, 16805.75
11/06/19, 16699.88, 16766.58, 16666.88, 16745.64
11/05/19, 16661.31, 16696.78, 16660.27, 16681.92
11/04/19, 16657.21, 16681.60, 16642.46, 16669.81
11/01/19, 16535.16, 16608.00, 16534.93, 16594.07
10/31/19, 16482.93, 16483.16, 16409.51, 16483.16
10/30/19, 16413.98, 16501.45, 16373.54, 16501.43
10/29/19, 16324.31, 16454.11, 16315.57, 16418.14
10/28/19, 16432.00, 16453.24, 16387.53, 16387.53
10/25/19, 16364.10, 16425.04, 16356.48, 16404.49
10/24/19, 16386.80, 16412.08, 16332.48, 16369.32
10/23/19, 16353.23, 16395.94, 16309.18, 16335.93
10/22/19, 16453.97, 16484.84, 16391.52, 16391.52
10/21/19, 16411.28, 16443.29, 16412.07, 16418.45
10/18/19, 16512.37, 16462.12, 16376.60, 16377.12
10/17/19, 16450.04, 16468.78, 16400.54, 16426.30
10/16/19, 16439.58, 16445.59, 16408.73, 16427.18
10/15/19, 16426.90, 16510.65, 16417.75, 16418.39
10/11/19, 16487.17, 16516.71, 16413.44, 16415.16
10/10/19, 16366.73, 16444.35, 16358.10, 16422.68
10/09/19, 16344.74, 16409.10, 16308.67, 16379.87
10/08/19, 16365.84, 16372.67, 16274.70, 16293.95
10/07/19, 16421.71, 16474.67, 16394.49, 16424.52
10/04/19, 16388.23, 16453.18, 16362.01, 16449.35
10/03/19, 16286.65, 16369.58, 16198.09, 16369.03
10/02/19, 16398.18, 16416.96, 16223.59, 16310.97
10/01/19, 16674.98, 16707.54, 16429.57, 16447.66
09/30/19, 16657.57, 16730.54, 16658.63, 16658.63
09/27/19, 16770.55, 16769.35, 16656.43, 16694.27
09/26/19, 16786.34, 16800.72, 16749.88, 16790.40
09/25/19, 16755.92, 16800.85, 16725.79, 16784.29
09/24/19, 16869.86, 16917.62, 16772.37, 16798.33
09/23/19, 16869.15, 16892.50, 16846.40, 16867.20
09/20/19, 16886.01, 16947.23, 16864.17, 16899.69
09/19/19, 16829.56, 16913.49, 16829.56, 16858.35
09/18/19, 16822.65, 16851.45, 16731.12, 16800.29
09/17/19, 16744.53, 16855.45, 16727.15, 16834.75
09/16/19, 16743.98, 16767.19, 16698.26, 16751.31
09/13/19, 16681.30, 16756.11, 16679.81, 16682.42
09/12/19, 16621.72, 16696.40, 16592.36, 16643.28
09/11/19, 16557.36, 16622.99, 16548.94, 16611.14
09/10/19, 16476.46, 16537.34, 16459.40, 16537.34
09/09/19, 16568.42, 16566.74, 16463.28, 16495.09
09/06/19, 16551.98, 16577.72, 16519.85, 16535.33
09/05/19, 16505.20, 16604.40, 16492.18, 16574.81
09/04/19, 16473.06, 16549.99, 16435.29, 16448.84
09/03/19, 16385.62, 16434.20, 16328.43, 16399.23
08/30/19, 16431.84, 16456.47, 16377.71, 16442.07
08/29/19, 16360.33, 16407.33, 16342.72, 16384.49
08/28/19, 16175.07, 16294.10, 16166.28, 16271.65
08/27/19, 16136.74, 16193.28, 16125.15, 16183.59
08/26/19, 16131.03, 16167.48, 16069.91, 16098.79
08/23/19, 16209.14, 16301.58, 16003.07, 16037.58
08/22/19, 16307.97, 16335.06, 16238.42, 16253.46
08/21/19, 16245.50, 16309.23, 16240.34, 16309.23
08/20/19, 16283.00, 16281.40, 16198.90, 16213.31
08/19/19, 16214.68, 16321.34, 16206.59, 16304.05
08/16/19, 16130.50, 16162.37, 16053.51, 16149.79
08/15/19, 16019.97, 16066.59, 15964.38, 16012.53
08/14/19, 16205.94, 16260.22, 16022.51, 16045.94
08/13/19, 16232.10, 16374.97, 16232.70, 16350.84
08/12/19, 16301.53, 16337.70, 16209.43, 16237.77
08/09/19, 16375.12, 16423.17, 16305.60, 16341.34
08/08/19, 16308.26, 16420.71, 16292.63, 16404.53
08/07/19, 16087.35, 16285.94, 16064.34, 16265.22
08/06/19, 16109.92, 16188.24, 15994.28, 16149.49
08/02/19, 16368.56, 16389.54, 16206.36, 16271.66
08/01/19, 16377.30, 16505.92, 16362.22, 16377.04
07/31/19, 16445.46, 16470.53, 16282.12, 16406.56
07/30/19, 16442.67, 16473.90, 16418.49, 16466.05
07/29/19, 16543.66, 16549.36, 16476.29, 16492.17
07/26/19, 16525.73, 16556.52, 16521.85, 16531.04
07/25/19, 16616.73, 16613.09, 16458.40, 16488.20
07/24/19, 16556.42, 16623.92, 16530.91, 16611.84
07/23/19, 16561.73, 16589.96, 16530.18, 16572.68
07/22/19, 16499.35, 16530.30, 16500.86, 16518.88
07/19/19, 16530.46, 16573.68, 16485.46, 16485.94
07/18/19, 16462.95, 16514.50, 16445.13, 16494.23
07/17/19, 16500.87, 16534.92, 16469.02, 16484.21
07/16/19, 16499.37, 16521.99, 16467.13, 16502.42
07/15/19, 16497.42, 16524.51, 16474.86, 16510.82
07/12/19, 16525.70, 16528.43, 16476.37, 16488.12
07/11/19, 16566.60, 16568.07, 16525.07, 16527.90
07/10/19, 16570.98, 16641.79, 16527.14, 16563.29
07/09/19, 16428.21, 16545.21, 16421.66, 16545.21
07/08/19, 16495.97, 16495.25, 16458.47, 16462.95
07/05/19, 16529.05, 16546.98, 16469.92, 16541.99
07/04/19, 16569.64, 16598.31, 16557.92, 16588.85
07/03/19, 16488.32, 16580.55, 16480.39, 16576.20
07/02/19, 16468.67, 16472.58, 16381.68, 16471.29
06/28/19, 16328.71, 16382.20, 16302.58, 16382.20
06/27/19, 16294.76, 16319.63, 16268.16, 16307.73
06/26/19, 16371.02, 16393.92, 16302.36, 16312.22
06/25/19, 16505.97, 16514.81, 16371.28, 16371.28
06/24/19, 16532.84, 16547.82, 16506.83, 16523.47
06/21/19, 16554.17, 16558.88, 16508.42, 16525.43
06/20/19, 16606.25, 16603.94, 16548.43, 16574.83
06/19/19, 16505.29, 16529.58, 16492.34, 16511.79
06/18/19, 16434.43, 16527.28, 16448.77, 16503.35
06/17/19, 16299.69, 16360.10, 16286.48, 16353.45
06/14/19, 16240.83, 16325.39, 16190.89, 16301.91
06/13/19, 16265.78, 16267.06, 16213.28, 16239.26
06/12/19, 16217.41, 16253.25, 16199.93, 16227.24
06/11/19, 16288.45, 16301.97, 16228.24, 16248.76
06/10/19, 16263.94, 16262.16, 16201.61, 16216.26
06/07/19, 16228.40, 16277.36, 16220.65, 16230.96
06/06/19, 16213.68, 16241.58, 16175.12, 16227.80
06/05/19, 16227.57, 16224.76, 16128.59, 16212.66
06/04/19, 16074.73, 16166.24, 16027.29, 16166.24
06/03/19, 16049.03, 16105.85, 15960.93, 16015.89
05/31/19, 15996.06, 16047.44, 15963.31, 16037.49
05/30/19, 16135.84, 16151.62, 16062.48, 16089.24
05/29/19, 16200.22, 16215.27, 16104.98, 16131.47
05/28/19, 16321.02, 16355.47, 16266.33, 16297.46
05/27/19, 16241.05, 16346.66, 16238.32, 16346.66
05/24/19, 16217.19, 16251.48, 16181.57, 16230.04
05/23/19, 16216.88, 16228.47, 16105.53, 16164.61
05/22/19, 16361.76, 16355.14, 16308.75, 16327.35
05/21/19, 16369.19, 16426.47, 16354.31, 16426.47
05/17/19, 16383.50, 16456.09, 16376.81, 16401.75
05/16/19, 16364.39, 16461.94, 16349.70, 16443.86
05/15/19, 16237.58, 16341.34, 16229.69, 16318.14
05/14/19, 16215.34, 16320.89, 16206.22, 16284.53
05/13/19, 16192.33, 16199.89, 16111.26, 16193.41
05/10/19, 16302.62, 16351.72, 16138.98, 16297.55
05/09/19, 16340.15, 16378.99, 16258.92, 16321.75
05/08/19, 16356.65, 16451.35, 16347.20, 16397.40
05/07/19, 16378.71, 16408.47, 16317.94, 16357.75
05/06/19, 16320.48, 16493.46, 16327.14, 16493.46
05/03/19, 16462.92, 16496.63, 16430.00, 16494.43
05/02/19, 16485.90, 16492.92, 16402.16, 16410.88
05/01/19, 16577.36, 16604.91, 16493.81, 16502.75
04/30/19, 16586.03, 16618.84, 16544.55, 16580.73
04/29/19, 16591.95, 16642.07, 16589.78, 16600.37
04/26/19, 16563.27, 16615.24, 16515.49, 16613.46
04/25/19, 16573.73, 16593.19, 16527.87, 16576.10
04/24/19, 16642.52, 16666.04, 16572.11, 16586.52
04/23/19, 16589.00, 16672.71, 16581.05, 16669.40
04/22/19, 16610.49, 16616.28, 16552.79, 16577.28
04/18/19, 16554.22, 16615.08, 16557.46, 16612.81
04/17/19, 16539.06, 16553.38, 16495.67, 16544.24
04/16/19, 16530.82, 16553.39, 16498.59, 16502.20
04/15/19, 16453.43, 16532.67, 16443.34, 16515.46
04/12/19, 16477.56, 16487.14, 16437.32, 16480.53
04/11/19, 16397.12, 16471.83, 16399.47, 16399.47
04/10/19, 16366.22, 16409.77, 16368.00, 16396.29
04/09/19, 16338.05, 16345.86, 16294.26, 16336.45
04/08/19, 16373.98, 16407.29, 16326.74, 16407.29
04/05/19, 16336.07, 16396.15, 16330.18, 16396.15
04/04/19, 16267.72, 16311.61, 16249.92, 16311.61
04/03/19, 16294.86, 16337.96, 16244.50, 16279.86
04/02/19, 16244.03, 16263.87, 16194.85, 16263.87
04/01/19, 16191.69, 16228.06, 16153.63, 16228.06
03/29/19, 16215.04, 16212.68, 16081.05, 16102.09
03/28/19, 16084.22, 16173.19, 16094.05, 16155.49
03/27/19, 16143.57, 16187.44, 16079.07, 16132.53
03/26/19, 16137.08, 16192.21, 16116.67, 16155.16
03/25/19, 16052.80, 16113.16, 16021.00, 16065.86
03/22/19, 16182.41, 16185.37, 16043.86, 16089.33
03/21/19, 16119.03, 16266.47, 16146.37, 16244.59
03/20/19, 16171.03, 16214.66, 16117.95, 16167.56
03/19/19, 16286.81, 16275.31, 16188.10, 16188.10
03/18/19, 16158.84, 16251.37, 16148.34, 16251.37
03/15/19, 16167.87, 16174.54, 16123.83, 16140.35
03/14/19, 16134.85, 16144.46, 16083.11, 16087.55
03/13/19, 16196.30, 16212.56, 16143.54, 16149.97
03/12/19, 16133.84, 16148.95, 16099.62, 16136.66
03/11/19, 16030.50, 16131.94, 16028.11, 16106.24
03/08/19, 15949.06, 16000.79, 15891.94, 15996.21
03/07/19, 16072.07, 16085.39, 15981.81, 16056.51
03/06/19, 16092.97, 16145.80, 16077.64, 16092.07
03/05/19, 16059.76, 16105.28, 16068.58, 16086.54
03/04/19, 16077.20, 16093.49, 15954.96, 16038.13
03/01/19, 16076.95, 16122.06, 16058.06, 16068.25
02/28/19, 16018.33, 16066.98, 15975.08, 15999.01
02/27/19, 16052.80, 16077.61, 15990.30, 16074.30
02/26/19, 16035.52, 16115.83, 16050.97, 16067.91
02/25/19, 16041.60, 16099.93, 16051.00, 16057.03
02/22/19, 16028.59, 16070.99, 15997.37, 16013.01
02/21/19, 16011.09, 16030.69, 15979.71, 16000.86
02/20/19, 15945.87, 16036.86, 15942.87, 16031.24
02/19/19, 15862.94, 15953.90, 15831.90, 15937.44
02/15/19, 15768.55, 15866.60, 15763.39, 15838.24
02/14/19, 15631.58, 15733.13, 15608.15, 15695.98
